Date,Day,Home,Division,League,Matchup,,,,Attend,IL?,Notes,
27-Aug,Weds,Royals,AL Central,AL,at Kansas City 6 Minnesota 1,Davis (8-2),Hughes (14-9),,17668,,,
27-Aug,Weds,Astros,AL West,AL,Oakland 5 at Houston 4,Otero (8-1),Qualls (1-4),O'Flaherty (1),14791,,,
27-Aug,Weds,Padres,NL West,NL,at San Diego 3 Milwaukee 2,Thayer (4-3),Duke (4-1),,21156,,,
27-Aug,Weds,Dbacks,NL West,NL,LA Dodgers 3 at Arizona 1,Kershaw (16-3),Miley (7-10),Jansen (38),28394,,,
27-Aug,Weds,Angels,AL West,AL,at LA Angels 6 Miami 1,Santiago (4-7),Alvarez (10-6),,34657,y,,
27-Aug,Weds,Giants,NL West,NL,at San Francisco 4 Colorado 2,Casilla (2-3),Nicasio (5-6),,41071,,,
28-Aug,Thurs,Reds,NL Central,NL,at Cincinnati 7 Chicago Cubs 2,Axelrod (1-0),Arrieta (7-5),,21316,,,
28-Aug,Thurs,Tigers,AL Central,AL,at Detroit 3 NY Yankees 2,Coke (2-2),Kelley (2-5),,42647,,,
28-Aug,Thurs,Giants,NL West,NL,at San Francisco 4 Colorado 1,Petit (4-3),Lyles (6-2),Casilla (13),41017,,,
28-Aug,Thurs,Orioles,AL East,AL,at Baltimore 5 Tampa Bay 4,Miller (4-5),Yates (0-2),Britton (29),16915,,,
28-Aug,Thurs,Mets,NL East,NL,Atlanta 6 at NY Mets 1,Minor (6-8),Niese (7-10),,22154,,,
28-Aug,Thurs,White Sox,AL Central,AL,Cleveland 3 at Chicago White Sox 2,Carrasco (6-4),Danks (9-9),Allen (18),13016,,,
28-Aug,Thurs,Royals,AL Central,AL,Minnesota 11 at Kansas City 5,Swarzak (3-1),Chen (2-4),,17219,,,
28-Aug,Thurs,Astros,AL West,AL,at Houston 4 Texas 2,McHugh (7-9),Mendez (0-1),Sipp (2),16399,,,
28-Aug,Thurs,Angels,AL West,AL,at LA Angels 4 Oakland 3,Salas (5-0),Cook (1-2),,41056,,,
29-Aug,Fri,Orioles,AL East,AL,at Baltimore 9 Minnesota 1,Gonzalez (7-7),May (0-4),,27464,,,
29-Aug,Fri,Pirates,NL Central,NL,at Pittsburgh 2 Cincinnati 1,Watson (10-1),Broxton (4-2),Melancon (25),37209,,,
29-Aug,Fri,Blue Jays,AL East,AL,NY Yankees 6 at Toronto 3,Capuano (2-3),Buehrle (11-9),Robertson (35),43318,,,
29-Aug,Fri,Mets,NL East,NL,at NY Mets 4 Philadelphia 1,deGrom (7-6),Diekman (3-4),Mejia (20),25250,,,
29-Aug,Fri,Rays,AL East,AL,Boston 8 at Tampa Bay 4,Ranaudo (3-0),Archer (8-7),,16107,,,
29-Aug,Fri,Braves,NL East,NL,at Atlanta 5 Miami 2,Carpenter (5-3),Hatcher (0-2),Kimbrel (40),26278,,,
29-Aug,Fri,White Sox,AL Central,AL,Detroit 7 at Chicago White Sox 1,Verlander (12-11),Carroll (5-9),,17071,,,
29-Aug,Fri,Royals,AL Central,AL,Cleveland 6 at Kansas City 1,Salazar (5-6),Vargas (10-7),,31341,,,
29-Aug,Fri,Astros,AL West,AL,Texas 13 at Houston 6,Baker (3-3),Oberholtzer (4-10),,18931,,,
29-Aug,Fri,Cardinals,NL Central,NL,Chicago Cubs 7 at St. Louis 2,Ramirez (2-1),Neshek (6-1),,43181,,,
29-Aug,Fri,Dbacks,NL West,NL,at Arizona 5 Colorado 2,Ziegler (5-2),Brothers (4-6),Reed (31),22585,,,
29-Aug,Fri,Angels,AL West,AL,at LA Angels 4 Oakland 0,Weaver (15-7),Lester (13-9),,41177,,,
29-Aug,Fri,Mariiners,AL West,AL,Washington 8 at Seattle 3,Zimmermann (10-5),Hernandez (13-5),,35616,y,,
29-Aug,Fri,Padres,NL West,NL,at San Diego 3 LA Dodgers 2,Stauffer (5-2),Correia (2-2),,30818,,,
29-Aug,Fri,Giants,NL West,NL,at San Francisco 13 Milwaukee 2,Vogelsong (8-9),Peralta (15-9),,41348,,,
30-Aug,Sat,Blue Jays,AL East,AL,at Toronto 2 NY Yankees 0,Hutchison (9-11),Pineda (3-3),Sanchez (1),45863,,,
30-Aug,Sat,White Sox,AL Central,AL,at Chicago White Sox 6 Detroit 3,Sale (11-3),Scherzer (15-5),Petricka (10),20556,,,
30-Aug,Sat,Cardinals,NL Central,NL,Chicago Cubs 5 at St. Louis 1,Doubront (1-0),Masterson (2-3),,44755,,,
30-Aug,Sat,Pirates,NL Central,NL,at Pittsburgh 3 Cincinnati 2,Worley (6-4),Simon (13-9),Melancon (26),38023,,,
30-Aug,Sat,Orioles,AL East,AL,at Baltimore 3 Minnesota 2,Miller (5-5),Burton (2-3),Britton (30),30322,,,
30-Aug,Sat,Royals,AL Central,AL,Cleveland 3 at Kansas City 2,Tomlin (6-8),Downs (0-4),,35089,,,
30-Aug,Sat,Braves,NL East,NL,Miami 4 at Atlanta 0,Cosart (3-1),Harang (10-9),,25335,,,
30-Aug,Sat,Astros,AL West,AL,at Houston 2 Texas 0,Feldman (8-10),Klein (0-2),,24771,,,
30-Aug,Sat,Mets,NL East,NL,Philadelphia 7 at NY Mets 2,Williams (3-0),Colon (12-11),,28053,,,
30-Aug,Sat,Rays,AL East,AL,at Tampa Bay 7 Boston 0,Odorizzi (10-11),Webster (3-3),,17463,,,
30-Aug,Sat,White Sox,AL Central,AL,Detroit 8 at Chicago White Sox 4,Ryan (1-0),Bassitt (0-1),,23723,,,
30-Aug,Sat,Dbacks,NL West,NL,Colorado 2 at Arizona 0,Matzek (4-9),Nuno (0-4),Hawkins (22),27272,,,
30-Aug,Sat,Cardinals,NL Central,NL,at St. Louis 13 Chicago Cubs 2,Gonzales (1-2),Wada (4-2),,44762,,,
30-Aug,Sat,Padres,NL West,NL,at San Diego 2 LA Dodgers 1,Stauffer (6-2),Wright (4-4),,43926,,,
30-Aug,Sat,Angels,AL West,AL,at LA Angels 2 Oakland 0,Herrera (1-1),Samardzija (4-4),Street (11),44018,,,
30-Aug,Sat,Giants,NL West,NL,at San Francisco 3 Milwaukee 1,Peavy (3-4),Fiers (4-2),Casilla (14),41397,,,
30-Aug,Sat,Mariiners,AL West,AL,Washington 3 at Seattle 1,Strasburg (11-10),Elias (9-12),Soriano (30),32894,y,,
31-Aug,Sun,Blue Jays,AL East,AL,at Toronto 4 NY Yankees 3,Happ (9-8),McCarthy (5-4),Janssen (20),45678,,,
31-Aug,Sun,Mets,NL East,NL,at NY Mets 6 Philadelphia 5,Gee (6-6),Burnett (7-15),Mejia (21),27159,,,
31-Aug,Sun,Orioles,AL East,AL,at Baltimore 12 Minnesota 8,Chen (14-4),Nolasco (5-10),Britton (31),40905,,,
31-Aug,Sun,Pirates,NL Central,NL,Cincinnati 3 at Pittsburgh 2,Cueto (16-8),Hughes (6-5),Chapman (29),37591,,,
31-Aug,Sun,Rays,AL East,AL,Boston 3 at Tampa Bay 0,Buchholz (6-8),Cobb (9-7),,16822,,,
31-Aug,Sun,White Sox,AL Central,AL,at Chicago White Sox 6 Detroit 2,Quintana (7-10),Porcello (15-9),,26336,,,
31-Aug,Sun,Astros,AL West,AL,at Houston 3 Texas 2,Veras (3-0),Cotts (2-8),Qualls (16),19024,,,
31-Aug,Sun,Cardinals,NL Central,NL,at St. Louis 9 Chicago Cubs 6,Neshek (7-1),Villanueva (5-7),Rosenthal (40),45148,,,
31-Aug,Sun,Angels,AL West,AL,at LA Angels 8 Oakland 1,Shoemaker (14-4),Kazmir (14-7),,44205,,,
31-Aug,Sun,Giants,NL West,NL,at San Francisco 15 Milwaukee 5,Bumgarner (16-9),Lohse (12-8),,41935,,,
31-Aug,Sun,Mariiners,AL West,AL,at Seattle 5 Washington 3,Iwakuma (13-6),Roark (12-9),Rodney (39),26221,y,,
31-Aug,Sun,Padres,NL West,NL,LA Dodgers 7 at San Diego 1,Ryu (13-6),Stults (6-15),,37169,,,
31-Aug,Sun,Dbacks,NL West,NL,at Arizona 6 Colorado 2,Anderson (8-6),De La Rosa (13-10),,22948,,,
31-Aug,Sun,Braves,NL East,NL,at Atlanta 1 Miami 0,Wood (10-10),Eovaldi (6-10),Kimbrel (41),45754,,,
31-Aug,Sun,Royals,AL Central,AL,Cleveland at Kansas City,Suspended on 8/31,,,,,
1-Sep,Mon,Braves,NL East,NL,Philadelphia 7 at Atlanta 0,Hamels (8-6),Teheran (13-10),,34178,,,
1-Sep,Mon,Marlins,NL East,NL,at Miami 9 NY Mets 6,Ramos (6-0),Familia (2-4),Cishek (32),23090,,,
1-Sep,Mon,Rays,AL East,AL,at Tampa Bay 4 Boston 3,Balfour (2-6),Badenhop (0-3),,10543,,,
1-Sep,Mon,Orioles,AL East,AL,Minnesota 6 at Baltimore 4,Hughes (15-9),Gausman (7-7),Perkins (33),33156,,,
1-Sep,Mon,Cardinals,NL Central,NL,at St. Louis 5 Pittsburgh 4,Maness (6-3),Cole (7-5),Rosenthal (41),43347,,,
1-Sep,Mon,Cubs,NL Central,NL,at Chicago Cubs 4 Milwaukee 2,Turner (5-8),Nelson (2-6),Rondon (23),32054,,,
1-Sep,Mon,Indians,AL Central,AL,Detroit 12 at Cleveland 1,Price (13-10),Kluber (13-9),,23296,,,
1-Sep,Mon,Athletics,AL West,AL,at Oakland 6 Seattle 1,Hammel (2-5),Young (12-7),,36067,,,
1-Sep,Mon,Padres,NL West,NL,at San Diego 3 Arizona 1,Ross (13-12),Cahill (3-9),Quackenbush (2),18564,,,
1-Sep,Mon,Rockies,NL West,NL,at Colorado 10 San Francisco 9,Hawkins (3-2),Romo (5-4),,33711,,,
1-Sep,Mon,Royals,AL Central,AL,at Kansas City 4 Texas 3,Ventura (11-9),Lewis (9-12),Holland (41),21536,,,
1-Sep,Mon,Dodgers,NL West,NL,Washington 6 at LA Dodgers 4,Gonzalez (7-9),Hernandez (8-10),Soriano (31),41857,,,
2-Sep,Tues,Orioles,AL East,AL,at Baltimore 5 Cincinnati 4,Norris (12-8),Latos (5-4),Britton (32),15021,y,,
2-Sep,Tues,Indians,AL Central,AL,Detroit 4 at Cleveland 2,Coke (3-2),Allen (5-4),Nathan (29),9990,,,
2-Sep,Tues,Yankees,AL East,AL,Boston 9 at NY Yankees 4,Kelly (1-1),Greene (4-2),,40334,,,
2-Sep,Tues,Braves,NL East,NL,Philadelphia 4 at Atlanta 0,Kendrick (8-11),Minor (6-9),,19444,,,
2-Sep,Tues,Marlins,NL East,NL,NY Mets 8 at Miami 6,Niese (8-10),Penny (1-1),Mejia (22),17745,,,
2-Sep,Tues,Rays,AL East,AL,Toronto 8 at Tampa Bay 2,Dickey (11-12),Hellickson (1-3),,10125,,,
2-Sep,Tues,Cubs,NL Central,NL,at Chicago Cubs 7 Milwaukee 1,Arrieta (8-5),Gallardo (8-8),,28434,,,
2-Sep,Tues,Royals,AL Central,AL,at Kansas City 2 Texas 1,Frasor (4-1),Kirkman (0-1),Crow (3),19435,,,
2-Sep,Tues,Twins,AL Central,AL,Chicago White Sox 6 at Minnesota 3,Webb (6-4),Oliveros (0-1),Petricka (11),23719,,,
2-Sep,Tues,Astros,AL West,AL,at Houston 8 LA Angels 3,Peacock (4-8),Wilson (10-9),,16131,,,
2-Sep,Tues,Cardinals,NL Central,NL,at St. Louis 6 Pittsburgh 4,Wainwright (16-9),Locke (6-4),Neshek (5),43693,,,
2-Sep,Tues,Rockies,NL West,NL,San Francisco 12 at Colorado 7,Kontos (4-0),Belisle (4-7),,25256,,,
2-Sep,Tues,Athletics,AL West,AL,Seattle 6 at Oakland 5,Paxton (5-1),Gray (13-8),Rodney (40),23859,,,
2-Sep,Tues,Dodgers,NL West,NL,at LA Dodgers 4 Washington 1,Kershaw (17-3),Fister (12-6),Jansen (39),43352,,,
2-Sep,Tues,Padres,NL West,NL,at San Diego 2 Arizona 1,Quackenbush (3-3),Ziegler (5-3),,14316,,,
3-Sep,Weds,Braves,NL East,NL,at Atlanta 7 Philadelphia 4,Santana (14-7),Hollands (2-2),Kimbrel (42),19724,,,
3-Sep,Weds,Cardinals,NL Central,NL,at St. Louis 1 Pittsburgh 0,Rosenthal (2-6),Melancon (2-4),,42864,,,
3-Sep,Weds,Dodgers,NL West,NL,Washington 8 at LA Dodgers 5,Treinen (2-3),Correia (2-3),,38404,,,
3-Sep,Weds,Rockies,NL West,NL,at Colorado 9 San Francisco 2,Bergman (2-2),Vogelsong (8-10),,23122,,,
3-Sep,Weds,Athletics,AL West,AL,Seattle 2 at Oakland 1,Hernandez (14-5),Lester (13-10),Rodney (41),17073,,,
3-Sep,Weds,Yankees,AL East,AL,at NY Yankees 5 Boston 1,Kuroda (10-8),Ranaudo (3-1),,40007,,,
3-Sep,Weds,Orioles,AL East,AL,at Baltimore 6 Cincinnati 0,Gonzalez (8-7),Axelrod (1-1),,20246,y,,
3-Sep,Weds,Indians,AL Central,AL,at Cleveland 7 Detroit 0,Salazar (6-6),Verlander (12-12),,11739,,,
3-Sep,Weds,Marlins,NL East,NL,NY Mets 4 at Miami 3,Torres (6-5),Dunn (10-6),Mejia (23),17737,,,
3-Sep,Weds,Rays,AL East,AL,Toronto 7 at Tampa Bay 4,Stroman (9-5),Archer (8-8),Sanchez (2),10264,,,
3-Sep,Weds,Cubs,NL Central,NL,at Chicago Cubs 6 Milwaukee 2,Hendricks (6-1),Garza (7-8),,31251,,,
3-Sep,Weds,Royals,AL Central,AL,at Kansas City 4 Texas 1,Vargas (11-7),Tepesch (4-9),Holland (42),15771,,,
3-Sep,Weds,Twins,AL Central,AL,at Minnesota 11 Chicago White Sox 4,May (1-4),Danks (9-10),,21778,,,
3-Sep,Weds,Astros,AL West,AL,at Houston 4 LA Angels 1,McHugh (8-9),Weaver (15-8),Qualls (17),16949,,,
3-Sep,Weds,Padres,NL West,NL,Arizona 6 at San Diego 1,Collmenter (10-7),Cashner (2-7),,16335,,,
4-Sep,Thurs,Orioles,AL East,AL,at Baltimore 9 Cincinnati 7,Hunter (3-2),Parra (0-2),Britton (33),21114,y,,
4-Sep,Thurs,Indians,AL Central,AL,Detroit 11 at Cleveland 4,Coke (4-2),Tomlin (6-9),,11935,,,
4-Sep,Thurs,Yankees,AL East,AL,at NY Yankees 5 Boston 4,Warren (3-5),Uehara (6-5),,44708,,,
4-Sep,Thurs,Rays,AL East,AL,Toronto 1 at Tampa Bay 0,Cecil (2-3),Geltz (0-1),Janssen (21),10392,,,
4-Sep,Thurs,Rangers,AL West,AL,Seattle 10 at Texas 2,Elias (10-12),Ross (2-6),,26965,,,
4-Sep,Thurs,Brewers,NL Central,NL,St. Louis 3 at Milwaukee 2,Gonzales (2-2),Peralta (15-10),Rosenthal (42),37227,,,
4-Sep,Thurs,Twins,AL Central,AL,LA Angels 5 at Minnesota 4,Smith (6-2),Perkins (3-2),Street (12),21914,,,
4-Sep,Thurs,Padres,NL West,NL,Arizona 5 at San Diego 1,Delgado (3-3),Kennedy (10-12),,16025,,,
5-Sep,Fri,Cubs,NL Central,NL,Pittsburgh 5 at Chicago Cubs 3,Melancon (3-4),Wright (0-3),Holdzkom (1),35541,,,
5-Sep,Fri,Indians,AL Central,AL,at Cleveland 2 Chicago White Sox 1,Lee (1-1),Cleto (0-1),,15531,,,
5-Sep,Fri,Yankees,AL East,AL,Kansas City 1 at NY Yankees 0,Shields (13-7),Pineda (3-4),Davis (1),36284,,,
5-Sep,Fri,Nationals,NL East,NL,Philadelphia 9 at Washington 8,Diekman (4-4),Stammen (4-5),Papelbon (34),27437,,,
5-Sep,Fri,Tigers,AL Central,AL,San Francisco 8 at Detroit 2,Peavy (4-4),Porcello (15-10),,31940,y,,
5-Sep,Fri,Red Sox,AL East,AL,at Boston 9 Toronto 8,Layne (2-1),Janssen (3-3),,35667,,,
5-Sep,Fri,Reds,NL Central,NL,NY Mets 14 at Cincinnati 5,Colon (13-11),Simon (13-10),,29089,,,
5-Sep,Fri,Marlins,NL East,NL,at Miami 11 Atlanta 3,Cosart (4-1),Harang (10-10),,19951,,,
5-Sep,Fri,Rays,AL East,AL,at Tampa Bay 3 Baltimore 0,Boxberger (4-1),Webb (3-3),McGee (16),14632,,,
5-Sep,Fri,Rangers,AL West,AL,Seattle 7 at Texas 5,Iwakuma (14-6),Baker (3-4),Rodney (42),23428,,,
5-Sep,Fri,Brewers,NL Central,NL,at Milwaukee 6 St. Louis 2,Fiers (5-2),Lackey (2-2),,35103,,,
5-Sep,Fri,Twins,AL Central,AL,LA Angels 7 at Minnesota 6,Street (1-1),Burton (2-4),Jepsen (2),23477,,,
5-Sep,Fri,Rockies,NL West,NL,at Colorado 3 San Diego 0,Matzek (5-9),Stults (6-16),,24586,,,
5-Sep,Fri,Athletics,AL West,AL,Houston 4 at Oakland 3,Oberholtzer (5-10),Samardzija (4-5),Sipp (3),21130,,,
5-Sep,Fri,Dodgers,NL West,NL,at LA Dodgers 2 Arizona 1,Haren (12-10),Nuno (0-5),Jansen (40),43074,,,
6-Sep,Sat,Rays,AL East,AL,at Tampa Bay 3 Baltimore 2,Boxberger (5-1),Brach (5-1),,17969,,,
6-Sep,Sat,Tigers,AL Central,AL,San Francisco 5 at Detroit 4,Bumgarner (17-9),Price (13-11),Casilla (15),35722,y,,
6-Sep,Sat,Yankees,AL East,AL,at NY Yankees 6 Kansas City 2,McCarthy (6-4),Hendriks (1-1),,45262,,,
6-Sep,Sat,Athletics,AL West,AL,at Oakland 4 Houston 3,Gregerson (4-3),Qualls (1-5),,28668,,,
6-Sep,Sat,Nationals,NL East,NL,Philadelphia 3 at Washington 1,Burnett (8-15),Roark (12-10),Papelbon (35),37408,,,
6-Sep,Sat,Reds,NL Central,NL,at Cincinnati 2 NY Mets 1,Cueto (17-8),Gee (6-7),Chapman (30),33762,,,
6-Sep,Sat,Cubs,NL Central,NL,Pittsburgh 5 at Chicago Cubs 0,Liriano (4-10),Doubront (1-1),,36867,,,
6-Sep,Sat,Indians,AL Central,AL,at Cleveland 3 Chicago White Sox 1,Kluber (14-9),Putnam (4-3),,17367,,,
6-Sep,Sat,Red Sox,AL East,AL,at Boston 4 Toronto 3,Buchholz (7-8),Happ (9-9),Mujica (4),36677,,,
6-Sep,Sat,Brewers,NL Central,NL,St. Louis 5 at Milwaukee 3,Lynn (15-8),Lohse (12-9),Rosenthal (43),39042,,,
6-Sep,Sat,Twins,AL Central,AL,LA Angels 8 at Minnesota 5,Smith (7-2),Burton (2-5),Street (13),28924,,,
6-Sep,Sat,Marlins,NL East,NL,Atlanta 4 at Miami 3,Carpenter (6-3),Morris (7-1),Kimbrel (43),25485,,,
6-Sep,Sat,Rangers,AL West,AL,Seattle 4 at Texas 2,Farquhar (2-1),Cotts (2-9),Rodney (43),29552,,,
6-Sep,Sat,Rockies,NL West,NL,at Colorado 7 San Diego 6,Masset (2-0),Hahn (7-4),,28496,,,
6-Sep,Sat,Dodgers,NL West,NL,at LA Dodgers 5 Arizona 2,Wilson (2-3),Hudson (0-1),Jansen (41),50823,,,
7-Sep,Sun,Indians,AL Central,AL,at Cleveland 2 Chicago White Sox 0,Carrasco (7-4),Carroll (5-10),Allen (19),17957,,,
7-Sep,Sun,Reds,NL Central,NL,NY Mets 4 at Cincinnati 3,Wheeler (10-9),Latos (5-5),Mejia (24),31444,,,
7-Sep,Sun,Marlins,NL East,NL,at Miami 4 Atlanta 0,Hand (3-6),Teheran (13-11),,20013,,,
7-Sep,Sun,Red Sox,AL East,AL,Toronto 3 at Boston 1,Dickey (12-12),De La Rosa (4-6),Janssen (22),36261,,,
7-Sep,Sun,Yankees,AL East,AL,Kansas City 2 at NY Yankees 0,Ventura (12-9),Greene (4-3),Davis (2),48110,,,
7-Sep,Sun,Nationals,NL East,NL,at Washington 3 Philadelphia 2,Gonzalez (8-9),Hamels (8-7),Storen (2),29108,,,
7-Sep,Sun,Rays,AL East,AL,Baltimore 7 at Tampa Bay 5,Brach (6-1),Ramos (2-6),Miller (1),19914,,,
7-Sep,Sun,Brewers,NL Central,NL,St. Louis 9 at Milwaukee 1,Wainwright (17-9),Nelson (2-7),,31771,,,
7-Sep,Sun,Twins,AL Central,AL,LA Angels 14 at Minnesota 4,Wilson (11-9),Darnell (0-2),,25419,,,
7-Sep,Sun,Cubs,NL Central,NL,Pittsburgh 10 at Chicago Cubs 4,Cole (8-5),Wood (8-12),,33894,,,
7-Sep,Sun,Rangers,AL West,AL,at Texas 1 Seattle 0,Holland (1-0),Paxton (5-2),Feliz (8),26851,,,
7-Sep,Sun,Athletics,AL West,AL,Houston 4 at Oakland 3,Veras (4-0),Cook (1-3),Fields (3),25533,,,
7-Sep,Sun,Dodgers,NL West,NL,at LA Dodgers 7 Arizona 2,Greinke (14-8),Cahill (3-10),,43460,,,
7-Sep,Sun,Rockies,NL West,NL,at Colorado 6 San Diego 0,Morales (6-7),Ross (13-13),,26102,,,
7-Sep,Sun,Tigers,AL Central,AL,at Detroit 6 San Francisco 1,Lobstein (1-0),Hudson (9-10),,27523,y,,
8-Sep,Mon,Indians,AL Central,AL,LA Angels 12 at Cleveland 3,Weaver (16-8),Salazar (6-7),,15116,,,
8-Sep,Mon,Tigers,AL Central,AL,at Detroit 9 Kansas City 5,Verlander (13-12),Guthrie (10-11),,30758,,,
8-Sep,Mon,Nationals,NL East,NL,at Washington 2 Atlanta 1,Fister (13-6),Minor (6-10),Storen (3),25448,,,
8-Sep,Mon,Phillies,NL East,NL,Pittsburgh 6 at Philadelphia 4,Locke (7-4),Kendrick (8-12),Melancon (27),23140,,,
8-Sep,Mon,Blue Jays,AL East,AL,at Toronto 8 Chicago Cubs 0,Stroman (10-5),Turner (5-9),,16879,y,,
8-Sep,Mon,Red Sox,AL East,AL,Baltimore 4 at Boston 0,Gonzalez (9-7),Kelly (1-2),,35894,,,
8-Sep,Mon,Reds,NL Central,NL,St. Louis 5 at Cincinnati 0,Miller (9-9),Parra (0-3),,27612,,,
8-Sep,Mon,Mets,NL East,NL,at NY Mets 3 Colorado 2,Torres (7-5),Hawkins (3-3),,21710,,,
8-Sep,Mon,White Sox,AL Central,AL,at Chicago White Sox 5 Oakland 4,Guerra (2-3),Chavez (8-8),,15517,,,
8-Sep,Mon,Brewers,NL Central,NL,Miami 6 at Milwaukee 4,Penny (2-1),Gallardo (8-9),Cishek (33),31203,,,
8-Sep,Mon,Mariiners,AL West,AL,at Seattle 4 Houston 1,Farquhar (3-1),Foltynewicz (0-1),Rodney (44),15617,,,
8-Sep,Mon,Dodgers,NL West,NL,at LA Dodgers 9 San Diego 4,Kershaw (18-3),Despaigne (3-6),,41886,,,
9-Sep,Tues,Indians,AL Central,AL,Minnesota 4 at Cleveland 3,May (2-4),Bauer (5-8),Burton (2),9489,,,
9-Sep,Tues,Yankees,AL East,AL,Tampa Bay 4 at NY Yankees 3,Archer (9-8),Kuroda (10-9),McGee (17),31188,,,
9-Sep,Tues,Nationals,NL East,NL,at Washington 6 Atlanta 4,Zimmermann (11-5),Santana (14-8),Storen (4),29233,,,
9-Sep,Tues,Phillies,NL East,NL,at Philadelphia 4 Pittsburgh 3,De Fratus (3-1),Wilson (3-4),Papelbon (36),26900,,,
9-Sep,Tues,Blue Jays,AL East,AL,at Toronto 9 Chicago Cubs 2,Buehrle (12-9),Ramirez (2-2),,17903,y,,
9-Sep,Tues,Tigers,AL Central,AL,at Detroit 4 Kansas City 2,Scherzer (16-5),Vargas (11-8),Nathan (30),32603,,,
9-Sep,Tues,Red Sox,AL East,AL,Baltimore 4 at Boston 1,Tillman (12-5),Ranaudo (3-2),Britton (34),37008,,,
9-Sep,Tues,Reds,NL Central,NL,at Cincinnati 9 St. Louis 5,Leake (11-11),Wacha (5-6),Chapman (31),25742,,,
9-Sep,Tues,Mets,NL East,NL,at NY Mets 2 Colorado 0,deGrom (8-6),Bergman (2-3),Familia (5),21035,,,
9-Sep,Tues,Rangers,AL West,AL,LA Angels 9 at Texas 3,Santiago (5-7),Lewis (9-13),,26054,,,
9-Sep,Tues,White Sox,AL Central,AL,Oakland 11 at Chicago White Sox 2,Lester (14-10),Danks (9-11),,12150,,,
9-Sep,Tues,Brewers,NL Central,NL,Miami 6 at Milwaukee 3,Morris (8-1),Rodriguez (4-5),Cishek (34),29590,,,
9-Sep,Tues,Mariiners,AL West,AL,Houston 2 at Seattle 1,McHugh (9-9),Medina (4-3),Fields (4),11345,,,
9-Sep,Tues,Dodgers,NL West,NL,San Diego 6 at LA Dodgers 3,Cashner (3-7),Hernandez (8-11),,45213,,,
9-Sep,Tues,Giants,NL West,NL,at San Francisco 5 Arizona 1,Petit (5-3),Miley (7-11),,41683,,,
10-Sep,Weds,Red Sox,AL East,AL,Baltimore 10 at Boston 6,Chen (15-4),Workman (1-9),O'Day (3),35374,,,
10-Sep,Weds,Nationals,NL East,NL,Atlanta 6 at Washington 2,Harang (11-10),Strasburg (11-11),,31086,,,
10-Sep,Weds,Tigers,AL Central,AL,Kansas City 3 at Detroit 0,Shields (14-7),Porcello (15-11),Davis (3),29751,,,
10-Sep,Weds,Indians,AL Central,AL,Minnesota at Cleveland,Postponed,,,N/A,,,
10-Sep,Weds,Yankees,AL East,AL,at NY Yankees 8 Tampa Bay 5,Claiborne (3-0),Odorizzi (10-12),,31591,,,
10-Sep,Weds,Phillies,NL East,NL,Pittsburgh 6 at Philadelphia 3,Worley (7-4),Williams (3-1),Melancon (28),25315,,,
10-Sep,Weds,Blue Jays,AL East,AL,at Toronto 11 Chicago Cubs 1,Hutchison (10-11),Hendricks (6-2),,19411,y,,
10-Sep,Weds,Reds,NL Central,NL,at Cincinnati 4 St. Louis 2,Simon (14-10),Lyons (0-4),Chapman (32),26631,,,
10-Sep,Weds,Mets,NL East,NL,at NY Mets 2 Colorado 0,Montero (1-3),Matzek (5-10),Mejia (25),21260,,,
10-Sep,Weds,Rangers,AL West,AL,LA Angels 8 at Texas 1,Shoemaker (15-4),Tepesch (4-10),,26611,,,
10-Sep,Weds,White Sox,AL Central,AL,at Chicago White Sox 2 Oakland 1,Putnam (5-3),Gregerson (4-4),Petricka (12),15046,,,
10-Sep,Weds,Brewers,NL Central,NL,at Milwaukee 4 Miami 1,Peralta (16-10),Cosart (4-2),Rodriguez (40),25219,,,
10-Sep,Weds,Giants,NL West,NL,at San Francisco 5 Arizona 0,Machi (7-1),Perez (3-4),,41293,,,
10-Sep,Weds,Mariiners,AL West,AL,Houston 5 at Seattle 2,Tropeano (1-0),Iwakuma (14-7),Sipp (4),16931,,,
10-Sep,Weds,Dodgers,NL West,NL,at LA Dodgers 4 San Diego 0,Haren (13-10),Kennedy (10-13),,45586,,,
11-Sep,Thurs,Indians,AL Central,AL,at Cleveland 8 Minnesota 2,Kluber (15-9),Gibson (11-11),,N/A,,,
11-Sep,Thurs,Reds,NL Central,NL,at Cincinnati 1 St. Louis 0,Cueto (18-8),Lynn (15-9),Chapman (33),21688,,,
11-Sep,Thurs,White Sox,AL Central,AL,at Chicago White Sox 1 Oakland 0,Sale (12-3),Kazmir (14-8),Petricka (13),12314,,,
11-Sep,Thurs,Indians,AL Central,AL,at Cleveland 2 Minnesota 0,House (3-3),Nolasco (5-11),Allen (20),12637,,,
11-Sep,Thurs,Giants,NL West,NL,at San Francisco 6 Arizona 2,Peavy (5-4),Delgado (3-4),,41039,,,
11-Sep,Thurs,Yankees,AL East,AL,at NY Yankees 5 Tampa Bay 4,Kelley (3-5),McGee (4-2),,32627,,,
11-Sep,Thurs,Phillies,NL East,NL,Pittsburgh 4 at Philadelphia 1,Liriano (5-10),Burnett (8-16),Melancon (29),26535,,,
11-Sep,Thurs,Mets,NL East,NL,Washington 6 at NY Mets 2,Roark (13-10),Colon (13-12),,21111,,,
11-Sep,Thurs,Rangers,AL West,AL,LA Angels 7 at Texas 3,Morin (4-3),Martinez (3-11),,27129,,,
